,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
10159,JZI,Airlines,Online,Basic Plan,No,89,THAILAND,22.0,7.7,F,59
10160,JZI,Airlines,Online,Basic Plan,No,1,INDONESIA,18.0,6.3,F,43
10161,JZI,Airlines,Online,Basic Plan,No,13,INDONESIA,22.0,7.7,M,56
10162,JZI,Airlines,Online,Basic Plan,No,35,CHINA,35.0,12.25,M,45
10163,JZI,Airlines,Online,Basic Plan,No,12,THAILAND,18.0,6.3,M,41
10164,JZI,Airlines,Online,Basic Plan,No,29,THAILAND,18.0,6.3,M,65
10165,JZI,Airlines,Online,Basic Plan,No,2,CHINA,22.0,7.7,F,46
10166,JZI,Airlines,Online,Basic Plan,No,5,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,45
10167,JZI,Airlines,Online,Basic Plan,No,174,CHINA,56.0,19.6,M,26
10168,JZI,Airlines,Online,Basic Plan,No,59,THAILAND,18.0,6.3,M,54
10169,JZI,Airlines,Online,Basic Plan,No,19,HONG KONG,22.0,7.7,M,47
10170,JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18.0,6.3,M,51
10171,JZI,Airlines,Online,Basic Plan,No,40,PHILIPPINES,33.0,11.55,F,57
10172,JZI,Airlines,Online,Basic Plan,No,30,INDONESIA,18.0,6.3,F,27
10173,JZI,Airlines,Online,Basic Plan,No,27,MALAYSIA,18.0,6.3,F,27
10174,JZI,Airlines,Online,Basic Plan,No,3,CHINA,22.0,7.7,M,46
10175,JZI,Airlines,Online,Basic Plan,No,9,"KOREA, REPUBLIC OF",26.0,9.1,M,37
10176,JZI,Airlines,Online,Basic Plan,No,32,CHINA,44.0,15.4,M,43
10177,JZI,Airlines,Online,Basic Plan,No,10,INDIA,35.0,12.25,F,33
10178,JZI,Airlines,Online,Basic Plan,No,18,THAILAND,22.0,7.7,M,42
10179,JZI,Airlines,Online,Basic Plan,No,18,MYANMAR,22.0,7.7,F,41
10180,JZI,Airlines,Online,Basic Plan,No,48,PHILIPPINES,37.0,12.95,F,38
10181,JZI,Airlines,Online,Basic Plan,No,23,"KOREA, REPUBLIC OF",35.0,12.25,F,18
10182,JZI,Airlines,Online,Basic Plan,No,74,CHINA,26.0,9.1,M,48
10183,JZI,Airlines,Online,Basic Plan,No,59,INDONESIA,37.0,12.95,F,40
10184,JZI,Airlines,Online,Basic Plan,No,17,MALAYSIA,22.0,7.7,M,23
10185,JZI,Airlines,Online,Value Plan,No,19,"KOREA, REPUBLIC OF",45.0,15.75,M,41
10186,JZI,Airlines,Online,Value Plan,No,10,"KOREA, REPUBLIC OF",45.0,15.75,M,53
10187,JZI,Airlines,Online,Value Plan,No,7,MACAO,0.0,12.6,M,40
10188,JZI,Airlines,Online,Value Plan,No,264,SAUDI ARABIA,109.0,38.15,M,58
10189,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,20.25,5.06,F,31
10190,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,30.0,7.5,M,32
10191,C2B,Airlines,Online,Annual Gold Plan,Yes,365,SINGAPORE,449.25,112.31,M,37
10349,JWT,Airlines,Online,Value Plan,No,23,INDIA,42.0,16.8,F,118
10350,JWT,Airlines,Online,Value Plan,No,1,INDIA,62.0,24.8,F,118
10352,KML,Travel Agency,Online,Value Plan,No,10,INDONESIA,22.0,8.36,F,48
10353,RAB,Airlines,Online,Value Plan,No,2,BRUNEI DARUSSALAM,15.0,6.0,M,53
10354,RAB,Airlines,Online,Value Plan,No,9,BRUNEI DARUSSALAM,23.0,9.2,M,58
10355,RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15.0,6.0,F,56
10358,JZI,Airlines,Online,Basic Plan,No,87,THAILAND,30.0,10.5,M,19
10359,JZI,Airlines,Online,Basic Plan,No,5,MACAO,22.0,7.7,M,34
10360,JZI,Airlines,Online,Basic Plan,No,80,CHINA,40.0,14.0,M,70
10361,JZI,Airlines,Online,Basic Plan,No,62,PHILIPPINES,37.0,12.95,F,38
10362,JZI,Airlines,Online,Basic Plan,No,70,HONG KONG,26.0,9.1,M,31
10363,JZI,Airlines,Online,Basic Plan,No,85,THAILAND,22.0,7.7,F,21
10364,JZI,Airlines,Online,Basic Plan,No,27,PHILIPPINES,18.0,6.3,F,39
10365,JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18.0,6.3,M,35
10366,JZI,Airlines,Online,Basic Plan,No,139,JAPAN,40.0,14.0,M,23
10367,JZI,Airlines,Online,Basic Plan,No,26,THAILAND,30.0,10.5,F,66
10368,JZI,Airlines,Online,Basic Plan,No,48,INDONESIA,37.0,12.95,F,33
10369,JZI,Airlines,Online,Basic Plan,No,73,INDONESIA,18.0,6.3,M,48
10370,JZI,Airlines,Online,Basic Plan,No,14,THAILAND,22.0,7.7,M,45
10371,JZI,Airlines,Online,Basic Plan,No,16,CHINA,40.0,14.0,F,37
10372,JZI,Airlines,Online,Basic Plan,No,14,THAILAND,22.0,7.7,M,45
10373,JZI,Airlines,Online,Basic Plan,No,6,THAILAND,22.0,7.7,M,47
10374,JZI,Airlines,Online,Basic Plan,No,64,CHINA,40.0,14.0,M,69
10375,JZI,Airlines,Online,Basic Plan,No,30,PHILIPPINES,37.0,12.95,F,34
10376,JZI,Airlines,Online,Basic Plan,No,37,CHINA,35.0,12.25,F,60
10377,JZI,Airlines,Online,Basic Plan,No,10,MALAYSIA,18.0,6.3,F,43
10378,JZI,Airlines,Online,Basic Plan,No,32,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,67
10379,JZI,Airlines,Online,Basic Plan,No,35,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,60
10380,JZI,Airlines,Online,Basic Plan,No,25,CHINA,35.0,12.25,M,50
10381,JZI,Airlines,Online,Basic Plan,No,37,CHINA,35.0,12.25,M,39
10382,JZI,Airlines,Online,Basic Plan,No,4,INDIA,22.0,7.7,M,39
10383,JZI,Airlines,Online,Basic Plan,No,7,CHINA,22.0,7.7,M,47
10384,JZI,Airlines,Online,Value Plan,No,9,"KOREA, REPUBLIC OF",45.0,15.75,M,44
10385,ART,Airlines,Online,Value Plan,No,21,THAILAND,29.0,10.15,M,118
10386,ART,Airlines,Online,24 Protect,No,24,THAILAND,29.02,10.16,M,48
10387,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,17.25,4.31,F,48
10388,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,34.5,8.63,F,34
10389,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,36.75,9.19,M,62
10390,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,29.4,7.35,F,38
10391,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,62.25,15.56,M,39
10392,C2B,Airlines,Online,Annual Silver Plan,No,384,SINGAPORE,216.75,54.19,M,25
10541,JWT,Airlines,Online,Value Plan,No,8,INDIA,39.0,15.6,M,118
10542,JWT,Airlines,Online,Value Plan,No,115,INDIA,93.0,37.2,F,118
10543,JWT,Airlines,Online,Value Plan,No,115,INDIA,31.0,12.4,M,118
10544,JWT,Airlines,Online,Value Plan,No,7,INDIA,156.0,62.4,F,118
10545,JWT,Airlines,Online,Value Plan,No,11,INDIA,39.0,15.6,M,118
10546,KML,Travel Agency,Online,Value Plan,No,106,DENMARK,75.0,28.5,M,48
10548,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15.0,6.0,M,48
10553,JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22.0,7.7,M,62
10554,JZI,Airlines,Online,Basic Plan,No,21,CHINA,26.0,9.1,M,41
10555,JZI,Airlines,Online,Basic Plan,No,3,INDIA,22.0,7.7,M,42
10556,JZI,Airlines,Online,Basic Plan,No,3,INDIA,26.0,9.1,F,30
10557,JZI,Airlines,Online,Basic Plan,No,35,PHILIPPINES,22.0,7.7,M,38
10558,JZI,Airlines,Online,Basic Plan,Yes,88,NETHERLANDS,61.0,21.35,M,40
10559,JZI,Airlines,Online,Basic Plan,No,6,HONG KONG,26.0,9.1,M,58
10560,JZI,Airlines,Online,Basic Plan,No,32,PHILIPPINES,37.0,12.95,F,31
10561,JZI,Airlines,Online,Basic Plan,No,17,CAMBODIA,22.0,7.7,M,56
10562,JZI,Airlines,Online,Basic Plan,No,32,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,39
10563,JZI,Airlines,Online,Basic Plan,No,28,THAILAND,22.0,7.7,M,56
10564,JZI,Airlines,Online,Basic Plan,No,26,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,F,73
10565,JZI,Airlines,Online,Basic Plan,No,63,CHINA,40.0,14.0,F,63
10566,JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,18.0,6.3,M,47
10567,JZI,Airlines,Online,Basic Plan,No,6,HONG KONG,22.0,7.7,M,52
10568,JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18.0,6.3,M,30
10569,JZI,Airlines,Online,Value Plan,No,12,PHILIPPINES,26.0,9.1,F,59
10570,JZI,Airlines,Online,Value Plan,No,78,JAPAN,45.0,15.75,M,33
10571,JZI,Airlines,Online,Value Plan,No,5,INDIA,45.0,15.75,M,62
10572,CCR,Travel Agency,Offline,Comprehensive Plan,No,94,MALAYSIA,29.0,9.57,M,76
10573,CCR,Travel Agency,Offline,Comprehensive Plan,No,25,THAILAND,29.0,9.57,F,70
10574,CCR,Travel Agency,Offline,Comprehensive Plan,No,100,MALAYSIA,29.0,9.57,M,72
10575,CCR,Travel Agency,Offline,Comprehensive Plan,No,282,MALAYSIA,29.0,9.57,F,9
10576,CCR,Travel Agency,Offline,Comprehensive Plan,No,97,THAILAND,29.0,9.57,F,64
10577,ART,Airlines,Online,Value Plan,No,21,THAILAND,34.0,11.9,M,118
10578,ART,Airlines,Online,24 Protect,No,59,MALAYSIA,5.44,1.9,M,48
10579,ART,Airlines,Online,24 Protect,No,6,MALAYSIA,6.2,2.17,F,48
10580,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,34.5,8.63,F,19
10581,C2B,Airlines,Online,Bronze Plan,No,66,SINGAPORE,20.25,5.06,M,27
10582,C2B,Airlines,Online,Bronze Plan,No,66,SINGAPORE,20.25,5.06,F,27
10583,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,30.75,7.69,F,39
10584,C2B,Airlines,Online,Silver Plan,No,99,SINGAPORE,37.5,9.38,F,34
10585,C2B,Airlines,Online,Silver Plan,No,118,SINGAPORE,37.5,9.38,F,34
10586,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,27.75,6.94,F,34
10720,JWT,Airlines,Online,Value Plan,No,7,INDIA,50.0,20.0,M,118
10721,KML,Travel Agency,Online,Value Plan,No,16,INDONESIA,33.0,12.54,M,48
10722,RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,15.0,6.0,F,38
10726,JZI,Airlines,Online,Basic Plan,No,25,CHINA,26.0,9.1,F,44
10727,JZI,Airlines,Online,Basic Plan,No,28,HONG KONG,35.0,12.25,M,43
10728,JZI,Airlines,Online,Basic Plan,No,9,PHILIPPINES,22.0,7.7,F,51
10729,JZI,Airlines,Online,Basic Plan,No,15,HONG KONG,26.0,9.1,M,39
10730,JZI,Airlines,Online,Basic Plan,No,11,CHINA,26.0,9.1,M,46
10731,JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18.0,6.3,M,49
10732,JZI,Airlines,Online,Basic Plan,No,7,"KOREA, REPUBLIC OF",22.0,7.7,F,28
10733,JZI,Airlines,Online,Basic Plan,No,40,THAILAND,18.0,6.3,F,49
10734,JZI,Airlines,Online,Basic Plan,No,22,THAILAND,22.0,7.7,M,45
10735,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,22.0,7.7,F,44
10736,JZI,Airlines,Online,Basic Plan,No,22,MALAYSIA,30.0,10.5,M,61
10737,JZI,Airlines,Online,Basic Plan,No,4,PHILIPPINES,18.0,6.3,F,54
10738,JZI,Airlines,Online,Basic Plan,No,5,INDONESIA,18.0,6.3,F,40
10739,JZI,Airlines,Online,Basic Plan,No,13,"KOREA, REPUBLIC OF",35.0,12.25,M,26
10740,JZI,Airlines,Online,Basic Plan,No,9,CHINA,26.0,9.1,M,47
10741,JZI,Airlines,Online,Basic Plan,No,21,INDONESIA,42.0,14.7,F,38
10742,JZI,Airlines,Online,Basic Plan,No,17,MACAO,40.0,14.0,F,30
10743,JZI,Airlines,Online,Value Plan,No,44,FRANCE,109.0,38.15,F,58
10744,JZI,Airlines,Online,Value Plan,No,20,CHINA,36.0,12.6,M,48
10745,JZI,Airlines,Online,Value Plan,No,14,AUSTRALIA,69.0,24.15,F,20
10746,JZI,Airlines,Online,Value Plan,No,16,UNITED STATES,96.0,33.6,M,45
10747,CSR,Travel Agency,Offline,Comprehensive Plan,No,11,THAILAND,29.0,9.57,F,16
10748,CCR,Travel Agency,Offline,Comprehensive Plan,No,11,THAILAND,29.0,9.57,F,24
10749,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,27.75,6.94,F,45
10750,C2B,Airlines,Online,Annual Silver Plan,Yes,397,SINGAPORE,291.75,72.94,F,35
10751,C2B,Airlines,Online,Annual Gold Plan,No,365,SINGAPORE,321.75,80.44,F,38
10913,JWT,Airlines,Online,Value Plan,No,42,INDIA,39.0,15.6,M,118
10914,JWT,Airlines,Online,Value Plan,No,6,INDIA,39.0,15.6,F,118
10915,JWT,Airlines,Online,Value Plan,No,6,INDIA,39.0,15.6,F,118
10916,RAB,Airlines,Online,Value Plan,No,42,BRUNEI DARUSSALAM,23.0,9.2,F,50
10917,RAB,Airlines,Online,Value Plan,No,15,BRUNEI DARUSSALAM,15.0,6.0,M,71
10918,RAB,Airlines,Online,Value Plan,No,42,BRUNEI DARUSSALAM,15.0,6.0,F,21
10919,JZI,Airlines,Online,Basic Plan,No,30,THAILAND,22.0,7.7,F,22
10920,JZI,Airlines,Online,Basic Plan,No,115,INDONESIA,22.0,7.7,F,31
10921,JZI,Airlines,Online,Basic Plan,No,59,CHINA,35.0,12.25,F,38
10922,JZI,Airlines,Online,Basic Plan,No,98,PHILIPPINES,33.0,11.55,M,50
10923,JZI,Airlines,Online,Basic Plan,No,24,HONG KONG,22.0,7.7,F,51
10924,JZI,Airlines,Online,Basic Plan,No,17,CHINA,35.0,12.25,M,63
10925,JZI,Airlines,Online,Basic Plan,No,16,MALAYSIA,22.0,7.7,M,55
10926,JZI,Airlines,Online,Basic Plan,No,36,CHINA,40.0,14.0,F,45
10927,JZI,Airlines,Online,Basic Plan,No,82,HONG KONG,56.0,19.6,F,55
10928,JZI,Airlines,Online,Basic Plan,No,15,AUSTRALIA,26.0,9.1,M,61
10929,JZI,Airlines,Online,Basic Plan,No,8,INDIA,22.0,7.7,F,47
10930,JZI,Airlines,Online,Basic Plan,No,28,INDONESIA,37.0,12.95,F,31
10931,JZI,Airlines,Online,Basic Plan,No,126,INDONESIA,42.0,14.7,F,43
10932,JZI,Airlines,Online,Basic Plan,No,9,SRI LANKA,26.0,9.1,F,63
10933,JZI,Airlines,Online,Basic Plan,No,5,VIET NAM,18.0,6.3,M,55
10934,JZI,Airlines,Online,Basic Plan,No,34,CHINA,26.0,9.1,M,56
10935,JZI,Airlines,Online,Basic Plan,No,104,PHILIPPINES,37.0,12.95,F,39
10936,JZI,Airlines,Online,Basic Plan,No,1,INDONESIA,18.0,6.3,F,28
10937,JZI,Airlines,Online,Basic Plan,No,31,THAILAND,22.0,7.7,M,61
10938,JZI,Airlines,Online,Basic Plan,No,55,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,46
10939,CBH,Travel Agency,Offline,Comprehensive Plan,No,277,THAILAND,29.0,9.57,F,69
10940,ART,Airlines,Online,24 Protect,No,7,THAILAND,19.88,6.96,M,48
10941,ART,Airlines,Online,24 Protect,No,7,THAILAND,19.88,6.96,M,48
10942,ART,Airlines,Online,24 Protect,No,4,SINGAPORE,20.5,7.17,F,48
10943,ART,Airlines,Online,24 Protect,No,12,PHILIPPINES,4.95,1.73,F,48
10944,ART,Airlines,Online,24 Protect,No,11,THAILAND,23.24,8.13,M,48
10945,C2B,Airlines,Online,Bronze Plan,Yes,64,SINGAPORE,53.25,13.31,F,46
10946,C2B,Airlines,Online,Bronze Plan,No,85,SINGAPORE,25.5,6.38,F,23
10947,C2B,Airlines,Online,Bronze Plan,No,64,SINGAPORE,53.25,13.31,F,47
10948,C2B,Airlines,Online,Bronze Plan,No,35,SINGAPORE,94.0,23.5,F,26
10949,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,27.75,6.94,F,11
10950,C2B,Airlines,Online,Annual Silver Plan,No,373,SINGAPORE,291.75,72.94,F,32
10951,C2B,Airlines,Online,Annual Silver Plan,Yes,382,SINGAPORE,291.75,72.94,F,29
11154,JWT,Airlines,Online,Value Plan,No,20,INDIA,31.0,12.4,M,118
11155,JWT,Airlines,Online,Value Plan,No,9,INDIA,50.0,20.0,M,118
11156,KML,Travel Agency,Online,Value Plan,No,25,INDONESIA,22.0,8.36,F,48
11157,KML,Travel Agency,Online,Premier Plan,No,71,UNITED KINGDOM,130.0,49.4,M,48
11158,KML,Travel Agency,Online,Premier Plan,No,50,NETHERLANDS,111.0,42.18,F,48
11159,RAB,Airlines,Online,Value Plan,No,1,BRUNEI DARUSSALAM,15.0,6.0,M,44
11165,JZI,Airlines,Online,Basic Plan,No,5,THAILAND,22.0,7.7,M,36
11166,JZI,Airlines,Online,Basic Plan,No,19,MALAYSIA,18.0,6.3,M,51
11167,JZI,Airlines,Online,Basic Plan,No,78,THAILAND,22.0,7.7,F,25
11168,JZI,Airlines,Online,Basic Plan,Yes,42,"KOREA, REPUBLIC OF",40.0,14.0,F,28
11169,JZI,Airlines,Online,Basic Plan,No,88,NEW ZEALAND,35.0,12.25,F,45
11170,JZI,Airlines,Online,Basic Plan,No,43,THAILAND,30.0,10.5,M,61
11171,JZI,Airlines,Online,Basic Plan,No,135,THAILAND,22.0,7.7,F,37
11172,JZI,Airlines,Online,Basic Plan,No,38,THAILAND,30.0,10.5,F,45
11173,JZI,Airlines,Online,Basic Plan,No,105,UNITED KINGDOM,36.0,12.6,F,34
11174,JZI,Airlines,Online,Basic Plan,No,69,JAPAN,26.0,9.1,M,47
11175,JZI,Airlines,Online,Basic Plan,No,25,THAILAND,22.0,7.7,F,52
11176,JZI,Airlines,Online,Basic Plan,No,29,THAILAND,18.0,6.3,M,50
11177,JZI,Airlines,Online,Basic Plan,No,69,JAPAN,26.0,9.1,M,48
11178,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,M,46
11179,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,F,45
11180,JZI,Airlines,Online,Basic Plan,No,5,CHINA,26.0,9.1,M,61
11181,JZI,Airlines,Online,Basic Plan,No,161,JAPAN,40.0,14.0,M,49
11182,JZI,Airlines,Online,Basic Plan,No,10,VIET NAM,0.0,6.3,M,46
11183,JZI,Airlines,Online,Basic Plan,No,21,HONG KONG,26.0,9.1,F,23
11184,JZI,Airlines,Online,Basic Plan,No,18,CHINA,26.0,9.1,M,31
11185,JZI,Airlines,Online,Basic Plan,No,22,CHINA,35.0,12.25,M,46
11186,JZI,Airlines,Online,Basic Plan,No,62,HONG KONG,26.0,9.1,M,45
11187,JZI,Airlines,Online,Basic Plan,No,85,PHILIPPINES,30.0,10.5,M,81
11188,JZI,Airlines,Online,Basic Plan,No,107,THAILAND,22.0,7.7,F,37
11189,JZI,Airlines,Online,Basic Plan,No,50,CHINA,35.0,12.25,M,40
11190,JZI,Airlines,Online,Basic Plan,No,5,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,34
11191,JZI,Airlines,Online,Basic Plan,No,10,HONG KONG,26.0,9.1,M,69
11192,JZI,Airlines,Online,Basic Plan,No,4,INDONESIA,18.0,6.3,F,33
11193,JZI,Airlines,Online,Basic Plan,No,11,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,36
11194,JZI,Airlines,Online,Basic Plan,No,1,AUSTRALIA,0.0,7.7,F,53
11195,JZI,Airlines,Online,Basic Plan,No,2,PHILIPPINES,18.0,6.3,F,47
11196,JZI,Airlines,Online,Value Plan,No,4,INDONESIA,33.0,11.55,M,53
11197,JZI,Airlines,Online,Value Plan,No,32,"KOREA, REPUBLIC OF",45.0,15.75,F,26
11198,JZI,Airlines,Online,Value Plan,No,24,"KOREA, REPUBLIC OF",58.0,20.3,F,23
11199,JZI,Airlines,Online,Value Plan,No,35,JAPAN,58.0,20.3,M,35
11200,JZI,Airlines,Online,Value Plan,No,19,UNITED STATES,96.0,33.6,M,37
11201,JZI,Airlines,Online,Value Plan,No,9,HONG KONG,45.0,15.75,F,46
11202,CSR,Travel Agency,Offline,Comprehensive Plan,No,12,MALAYSIA,29.0,9.57,F,26
11204,CCR,Travel Agency,Offline,Comprehensive Plan,No,87,MALAYSIA,29.0,9.57,F,32
11205,ART,Airlines,Online,24 Protect,No,194,CAMBODIA,7.18,2.51,M,48
11206,C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,70.5,17.63,F,50
11207,C2B,Airlines,Online,Silver Plan,Yes,12,SINGAPORE,49.8,12.45,F,69
11208,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,216.75,54.19,F,33
11209,C2B,Airlines,Online,Annual Silver Plan,No,407,SINGAPORE,0.0,72.94,M,33
11391,JWT,Airlines,Online,Value Plan,No,1,INDIA,31.0,12.4,M,118
11395,JZI,Airlines,Online,Basic Plan,No,23,VIET NAM,22.0,7.7,M,40
11396,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,22.0,7.7,M,54
11397,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18.0,6.3,M,55
11398,JZI,Airlines,Online,Basic Plan,No,10,HONG KONG,22.0,7.7,M,31
11399,JZI,Airlines,Online,Basic Plan,No,8,CAMBODIA,22.0,7.7,M,53
11400,JZI,Airlines,Online,Basic Plan,No,15,CHINA,26.0,9.1,M,65
11401,JZI,Airlines,Online,Basic Plan,No,13,CAMBODIA,22.0,7.7,M,40
11402,JZI,Airlines,Online,Basic Plan,No,4,INDONESIA,18.0,6.3,F,38
11403,JZI,Airlines,Online,Basic Plan,No,13,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,31
11404,JZI,Airlines,Online,Basic Plan,No,5,INDONESIA,18.0,6.3,M,60
11405,JZI,Airlines,Online,Basic Plan,No,2,MYANMAR,18.0,6.3,F,29
11406,JZI,Airlines,Online,Basic Plan,No,7,CHINA,22.0,7.7,F,23
11407,JZI,Airlines,Online,Basic Plan,No,97,THAILAND,22.0,7.7,M,36
11408,JZI,Airlines,Online,Basic Plan,No,16,THAILAND,22.0,7.7,M,35
11409,JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18.0,6.3,M,41
11410,JZI,Airlines,Online,Basic Plan,No,41,VIET NAM,22.0,7.7,M,52
11411,JZI,Airlines,Online,Basic Plan,No,5,CAMBODIA,18.0,6.3,F,34
11412,JZI,Airlines,Online,Basic Plan,No,5,"KOREA, REPUBLIC OF",26.0,9.1,F,32
11413,JZI,Airlines,Online,Basic Plan,No,8,THAILAND,22.0,7.7,M,57
11414,JZI,Airlines,Online,Basic Plan,No,54,HONG KONG,35.0,12.25,F,47
11415,JZI,Airlines,Online,Basic Plan,No,56,THAILAND,22.0,7.7,F,37
11416,JZI,Airlines,Online,Basic Plan,No,26,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,29
11417,JZI,Airlines,Online,Basic Plan,No,27,MYANMAR,18.0,6.3,F,27
11418,JZI,Airlines,Online,Basic Plan,No,20,HONG KONG,35.0,12.25,M,28
11419,JZI,Airlines,Online,Basic Plan,No,16,CHINA,26.0,9.1,M,33
11420,JZI,Airlines,Online,Basic Plan,No,18,"KOREA, REPUBLIC OF",26.0,9.1,M,48
11421,JZI,Airlines,Online,Basic Plan,No,10,CHINA,22.0,7.7,M,43
11422,JZI,Airlines,Online,Basic Plan,No,25,THAILAND,22.0,7.7,F,31
11423,JZI,Airlines,Online,Value Plan,No,24,HONG KONG,69.0,24.15,M,43
11424,JZI,Airlines,Online,Value Plan,No,125,NEW ZEALAND,0.0,29.05,M,61
11425,JZI,Airlines,Online,Value Plan,No,12,CHINA,45.0,15.75,M,47
11426,JZI,Airlines,Online,Value Plan,No,25,AUSTRALIA,45.0,15.75,F,34
11427,CBH,Travel Agency,Offline,Comprehensive Plan,No,66,THAILAND,29.0,9.57,F,61
11428,ART,Airlines,Online,Value Plan,No,18,CHINA,61.0,21.35,M,118
11429,ART,Airlines,Online,24 Protect,No,13,PHILIPPINES,37.02,12.96,M,48
11430,ART,Airlines,Online,24 Protect,No,5,SINGAPORE,20.0,7.0,M,48
11431,ART,Airlines,Online,24 Protect,No,3,UNITED ARAB EMIRATES,37.5,13.13,M,48
11432,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,20.25,5.06,F,28
11433,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,59.0,14.75,M,63
11434,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,35.25,8.81,M,29
11435,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,57.0,14.25,M,46
11436,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,83.0,20.75,F,43
11437,C2B,Airlines,Online,Gold Plan,No,214,SINGAPORE,102.0,25.5,M,50
11438,C2B,Airlines,Online,Annual Silver Plan,No,380,SINGAPORE,291.75,72.94,M,64
11439,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,216.75,54.19,M,36
11440,C2B,Airlines,Online,Annual Gold Plan,No,417,SINGAPORE,321.75,80.44,F,43
11617,JWT,Airlines,Online,Value Plan,No,1,INDIA,62.0,24.8,M,118
11618,JWT,Airlines,Online,Value Plan,No,7,INDIA,31.0,12.4,F,118
11619,JWT,Airlines,Online,Value Plan,No,39,INDIA,50.0,20.0,M,118
11625,JZI,Airlines,Online,Basic Plan,No,3,BRUNEI DARUSSALAM,18.0,6.3,M,48
11626,JZI,Airlines,Online,Basic Plan,No,10,AUSTRALIA,22.0,7.7,F,43
11627,JZI,Airlines,Online,Basic Plan,No,12,CHINA,35.0,12.25,M,56
11628,JZI,Airlines,Online,Basic Plan,No,21,CHINA,40.0,14.0,M,48
11629,JZI,Airlines,Online,Basic Plan,No,40,MALAYSIA,22.0,7.7,F,35
11630,JZI,Airlines,Online,Basic Plan,No,21,JAPAN,40.0,14.0,M,42
11631,JZI,Airlines,Online,Basic Plan,No,9,THAILAND,22.0,7.7,M,54
11632,JZI,Airlines,Online,Basic Plan,No,33,MALAYSIA,52.0,18.2,F,23
11633,JZI,Airlines,Online,Basic Plan,No,24,CHINA,44.0,15.4,M,48
11634,JZI,Airlines,Online,Basic Plan,No,11,AUSTRALIA,26.0,9.1,F,41
11635,JZI,Airlines,Online,Basic Plan,No,1,INDONESIA,18.0,6.3,M,70
11636,JZI,Airlines,Online,Basic Plan,No,21,"KOREA, REPUBLIC OF",0.0,12.25,F,35
11637,JZI,Airlines,Online,Basic Plan,No,83,NETHERLANDS,61.0,21.35,F,42
11638,JZI,Airlines,Online,Basic Plan,No,39,MALAYSIA,18.0,6.3,F,18
11639,JZI,Airlines,Online,Basic Plan,No,6,PHILIPPINES,18.0,6.3,F,25
11640,JZI,Airlines,Online,Basic Plan,No,17,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,53
11641,JZI,Airlines,Online,Basic Plan,No,20,VIET NAM,22.0,7.7,M,63
11642,JZI,Airlines,Online,Basic Plan,No,6,THAILAND,18.0,6.3,M,38
